date,WTI
2020-03-20,10.74056
2020-03-21,5.41047
2020-03-22,2.75521
2020-03-23,8.70283
2020-03-24,8.06183
2020-03-25,6.42391
2020-03-26,5.82376
2020-03-27,6.01801
2020-03-28,3.16415
2020-03-29,1.92343
2020-03-30,6.8072
2020-03-31,8.49727
2020-04-01,6.73333
2020-04-02,10.35205
2020-04-03,12.93951
2020-04-04,5.53911
2020-04-05,2.9964
2020-04-06,10.75012
2020-04-07,9.93051
2020-04-08,9.56503
2020-04-09,10.54369
2020-04-10,10.50719
2020-04-11,3.20369
2020-04-12,2.37887
2020-04-13,7.20571
2020-04-14,5.98498
2020-04-15,4.72732
2020-04-16,7.02102
2020-04-17,8.18307
2020-04-18,4.18758
2020-04-19,3.3797
2020-04-20,14.30582
2020-04-21,100.0
2020-04-22,33.96694
2020-04-23,18.80413
2020-04-24,10.38681
2020-04-25,4.36184
2020-04-26,2.78824
2020-04-27,9.51331
2020-04-28,11.24814
2020-04-29,7.38476
2020-04-30,4.51394
2020-05-01,4.79946
2020-05-02,2.95729
2020-05-03,1.96428
2020-05-04,4.73601
2020-05-05,4.03287
2020-05-06,24.09162
2020-05-07,8.76323
2020-05-08,5.69425
2020-05-09,2.50794
2020-05-10,1.63791
2020-05-11,4.00983
2020-05-12,3.84904
2020-05-13,3.66087
2020-05-14,3.20891
2020-05-15,4.53524
2020-05-16,2.18809
2020-05-17,1.42454
2020-05-18,4.05633
2020-05-19,5.05629
2020-05-20,3.77994
2020-05-21,4.24364
2020-05-22,5.80072
2020-05-23,1.61097
2020-05-24,1.07905
2020-05-25,2.69959
2020-05-26,3.09288
2020-05-27,2.80649
2020-05-28,3.70128
2020-05-29,2.42015
2020-05-30,1.65486
2020-05-31,1.00821
2020-06-01,2.73479
2020-06-02,2.87733
2020-06-03,4.29535
2020-06-04,3.4953
2020-06-05,3.20109
2020-06-06,2.0538
2020-06-07,1.31763
2020-06-08,3.44793
2020-06-09,6.64554
2020-06-10,3.27236
2020-06-11,3.14372
2020-06-12,4.12978
2020-06-13,1.37543
2020-06-14,0.83873
2020-06-15,2.71958
2020-06-16,2.83691
2020-06-17,2.3793
2020-06-18,2.03599
2020-06-19,2.36626
2020-06-20,1.24375
2020-06-21,0.72921
2020-06-22,2.03859
2020-06-23,2.35236
2020-06-24,2.06119
2020-06-25,2.66438
2020-06-26,1.86346
2020-06-27,0.93347
2020-06-28,0.53887
2020-06-29,1.66747
2020-06-30,1.9369
2020-07-01,1.98384
2020-07-02,1.69484
2020-07-03,1.53709
2020-07-04,0.72921
2020-07-05,0.46803
2020-07-06,1.48494
2020-07-07,1.65182
2020-07-08,1.44409
2020-07-09,1.45018
2020-07-10,1.50928
2020-07-11,0.67272
2020-07-12,0.42197
2020-07-13,1.22985
2020-07-14,1.46756
2020-07-15,1.67268
2020-07-16,1.45105
2020-07-17,1.11295
2020-07-18,0.52105
2020-07-19,0.32071
2020-07-20,0.95302
2020-07-21,1.32458
2020-07-22,1.43714
2020-07-23,1.29938
2020-07-24,1.1312
2020-07-25,0.49889
2020-07-26,0.29811
2020-07-27,0.83395
2020-07-28,1.03429
2020-07-29,0.95563
2020-07-30,1.06297
2020-07-31,1.43323
2020-08-01,0.4211
2020-08-02,0.26683
2020-08-03,0.81222
2020-08-04,0.93998
2020-08-05,1.4115
2020-08-06,1.29634
2020-08-07,0.97432
2020-08-08,0.43631
2020-08-09,0.31376
2020-08-10,0.84351
2020-08-11,1.16901
2020-08-12,1.07775
2020-08-13,1.32024
2020-08-14,0.87654
2020-08-15,0.39285
2020-08-16,0.22858
2020-08-17,0.57277
2020-08-18,1.00647
2020-08-19,0.94911
2020-08-20,0.96258
2020-08-21,0.74442
2020-08-22,0.37764
2020-08-23,0.20425
2020-08-24,0.68358
2020-08-25,0.86133
2020-08-26,0.97388
2020-08-27,0.91956
2020-08-28,0.74529
2020-08-29,0.33462
2020-08-30,0.1773
2020-08-31,0.64056
2020-09-01,0.70575
2020-09-02,0.70227
2020-09-03,1.19986
2020-09-04,0.97779
2020-09-05,0.66533
2020-09-06,0.27161
2020-09-07,1.20377
2020-09-08,1.72135
2020-09-09,2.62484
2020-09-10,1.59098
2020-09-11,1.45018
2020-09-12,0.53757
2020-09-13,0.30985
2020-09-14,0.99387
2020-09-15,1.15727
2020-09-16,1.36674
2020-09-17,1.92778
2020-09-18,1.39238
2020-09-19,0.59537
2020-09-20,0.32723
2020-09-21,1.02864
2020-09-22,1.47278
2020-09-23,0.99431
2020-09-24,0.97432
2020-09-25,0.75442
2020-09-26,0.34939
2020-09-27,0.18686
2020-09-28,0.62187
2020-09-29,0.67402
2020-09-30,0.51019
2020-10-01,0.51149
2020-10-02,0.93433
2020-10-03,0.56972
2020-10-04,0.33723
2020-10-05,1.15771
2020-10-06,1.27635
2020-10-07,1.13598
2020-10-08,0.91043
2020-10-09,0.6649
2020-10-10,0.49411
2020-10-11,0.26291
2020-10-12,0.71487
2020-10-13,0.89435
2020-10-14,0.77789
2020-10-15,0.94216
2020-10-16,0.81787
2020-10-17,0.352
2020-10-18,0.20164
2020-10-19,0.5845
2020-10-20,0.69706
2020-10-21,0.72661
2020-10-22,0.80179
2020-10-23,0.64404
2020-10-24,0.3507
2020-10-25,0.18556
2020-10-26,0.71661
2020-10-27,0.86437
2020-10-28,0.98605
2020-10-29,1.38977
2020-10-30,1.40585
2020-10-31,0.55408
2020-11-01,0.31593
2020-11-02,1.33762
2020-11-03,1.61141
2020-11-04,1.75264
2020-11-05,1.31589
2020-11-06,1.22767
2020-11-07,0.44066
2020-11-08,0.32202
2020-11-09,1.25027
2020-11-10,1.96732
2020-11-11,1.77003
2020-11-12,1.39672
2020-11-13,1.03298
2020-11-14,0.51019
2020-11-15,0.2564
2020-11-16,0.87654
2020-11-17,1.05602
2020-11-18,0.96823
2020-11-19,0.86915
2020-11-20,0.69966
2020-11-21,0.47412
2020-11-22,0.23119
2020-11-23,0.82786
2020-11-24,1.15423
2020-11-25,1.67007
2020-11-26,1.47756
2020-11-27,1.22854
2020-11-28,0.52409
2020-11-29,0.30507
2020-11-30,0.91652
2020-12-01,1.02603
2020-12-02,0.9817
2020-12-03,1.08861
2020-12-04,1.1186
2020-12-05,0.53887
2020-12-06,0.29638
2020-12-07,0.7931
2020-12-08,0.87871
2020-12-09,0.78528
2020-12-10,0.80483
2020-12-11,1.15206
2020-12-12,0.41241
2020-12-13,0.24814
2020-12-14,0.68358
2020-12-15,0.88653
2020-12-16,0.9239
2020-12-17,0.9439
2020-12-18,0.86567
2020-12-19,0.52627
2020-12-20,0.30203
2020-12-21,1.0282
2020-12-22,0.98909
2020-12-23,0.86176
2020-12-24,0.80179
2020-12-25,0.39763
2020-12-26,0.27117
2020-12-27,0.26422
2020-12-28,0.62492
2020-12-29,0.7001
2020-12-30,0.60101
2020-12-31,0.46586
2021-01-01,0.27161
2021-01-02,0.18556
2021-01-03,0.18121
2021-01-04,0.68619
2021-01-05,0.86654
2021-01-06,1.52362
2021-01-07,1.07383
2021-01-08,1.06471
2021-01-09,0.60927
2021-01-10,0.36374
2021-01-11,0.94476
2021-01-12,0.96389
2021-01-13,1.17335
2021-01-14,1.02473
2021-01-15,1.12077
2021-01-16,0.55712
2021-01-17,0.29985
2021-01-18,0.70966
2021-01-19,0.81874
2021-01-20,0.81265
2021-01-21,0.75529
2021-01-22,0.78701
2021-01-23,0.4098
2021-01-24,0.20251
2021-01-25,0.55191
2021-01-26,0.65968
2021-01-27,0.64751
2021-01-28,0.64708
2021-01-29,0.58276
2021-01-30,0.33114
2021-01-31,0.15731
2021-02-01,0.47716
2021-02-02,0.88305
2021-02-03,0.87741
2021-02-04,0.99735
2021-02-05,0.91608
2021-02-06,0.52887
2021-02-07,0.2803
2021-02-08,0.83482
2021-02-09,1.26114
2021-02-10,0.93998
2021-02-11,0.66577
2021-02-12,0.59015
2021-02-13,0.61622
2021-02-14,0.3646
2021-02-15,1.24375
2021-02-16,1.52232
2021-02-17,1.23332
2021-02-18,1.375
2021-02-19,1.30677
2021-02-20,0.61058
2021-02-21,0.32332
2021-02-22,0.86654
2021-02-23,1.48581
2021-02-24,1.20986
2021-02-25,1.33241
2021-02-26,1.18552
2021-02-27,0.54756
2021-02-28,0.29942
2021-03-01,0.67533
2021-03-02,1.16596
2021-03-03,1.02125
2021-03-04,1.11946
2021-03-05,1.70223
2021-03-06,0.83786
2021-03-07,0.46847
2021-03-08,1.7835
2021-03-09,1.73569
2021-03-10,1.47669
2021-03-11,1.30155
2021-03-12,1.08557
2021-03-13,0.49628
2021-03-14,0.29681
2021-03-15,0.96954
2021-03-16,1.02994
2021-03-17,0.97084
2021-03-18,1.01299
2021-03-19,2.09031
2021-03-20,0.65273
2021-03-21,0.37069
2021-03-22,1.02516
2021-03-23,1.15162
2021-03-24,1.6666
2021-03-25,1.75264
2021-03-26,1.43279
2021-03-27,0.66664
2021-03-28,0.43066
2021-03-29,1.28765
2021-03-30,1.15814
2021-03-31,0.89566
2021-04-01,0.97605
2021-04-02,0.93173
2021-04-03,0.31854
2021-04-04,0.23771
2021-04-05,0.76442
2021-04-06,1.05949
2021-04-07,0.817
2021-04-08,0.714
2021-04-09,0.61231
2021-04-10,0.26943
2021-04-11,0.17165
2021-04-12,0.59667
2021-04-13,0.73182
2021-04-14,0.74312
2021-04-15,1.14467
2021-04-16,0.84655
2021-04-17,0.31811
2021-04-18,0.18295
2021-04-19,0.73573
2021-04-20,0.77093
2021-04-21,0.83308
2021-04-22,0.70792
2021-04-23,0.56668
2021-04-24,0.24901
2021-04-25,0.15948
2021-04-26,0.59797
2021-04-27,0.58754
2021-04-28,0.62796
2021-04-29,0.76398
2021-04-30,0.64621
2021-05-01,0.24379
2021-05-02,0.14992
2021-05-03,0.57233
2021-05-04,0.64621
2021-05-05,0.73964
2021-05-06,0.82439
2021-05-07,0.65925
2021-05-08,0.29247
2021-05-09,0.20729
2021-05-10,0.82917
2021-05-11,0.81917
2021-05-12,1.04646
2021-05-13,1.10425
2021-05-14,0.87654
2021-05-15,0.36721
2021-05-16,0.2564
2021-05-17,0.75442
2021-05-18,0.8748
2021-05-19,0.69271
2021-05-20,1.16901
2021-05-21,1.00083
2021-05-22,0.43066
2021-05-23,0.25118
2021-05-24,0.75963
2021-05-25,1.05167
2021-05-26,0.8157
2021-05-27,0.66968
2021-05-28,0.80613
2021-05-29,0.33679
2021-05-30,0.19773
2021-05-31,0.7127
2021-06-01,1.12033
2021-06-02,1.18943
2021-06-03,1.19769
2021-06-04,0.86871
2021-06-05,0.4224
2021-06-06,0.22293
2021-06-07,0.89392
2021-06-08,0.87306
2021-06-09,1.18769
2021-06-10,0.96867
2021-06-11,0.81917
2021-06-12,0.38807
2021-06-13,0.2112
2021-06-14,0.83134
2021-06-15,0.87436
2021-06-16,1.13945
2021-06-17,1.0282
2021-06-18,0.98561
2021-06-19,0.38373
2021-06-20,0.21511
2021-06-21,0.80874
2021-06-22,1.1212
2021-06-23,1.01473
2021-06-24,0.91304
2021-06-25,0.73399
2021-06-26,0.38633
2021-06-27,0.19599
2021-06-28,0.78614
2021-06-29,0.98648
2021-06-30,0.76572
2021-07-01,1.00256
2021-07-02,1.0608
2021-07-03,0.40893
2021-07-04,0.21946
2021-07-05,0.77311
2021-07-06,1.40933
2021-07-07,1.64487
2021-07-08,1.38977
2021-07-09,1.00821
2021-07-10,0.46803
2021-07-11,0.24683
2021-07-12,0.91261
2021-07-13,0.87219
2021-07-14,0.95215
2021-07-15,1.21029
2021-07-16,0.94563
2021-07-17,0.44978
2021-07-18,0.23293
2021-07-19,1.19378
2021-07-20,1.81392
2021-07-21,1.11381
2021-07-22,1.05515
2021-07-23,0.72835
2021-07-24,0.3155
2021-07-25,0.18643
2021-07-26,0.61579
2021-07-27,0.66403
2021-07-28,0.59928
2021-07-29,0.54495
2021-07-30,0.53757
2021-07-31,0.27595
2021-08-01,0.15775
2021-08-02,0.4902
2021-08-03,0.73921
2021-08-04,0.68185
2021-08-05,0.84307
2021-08-06,0.62318
2021-08-07,0.3268
2021-08-08,0.176
2021-08-09,0.92695
2021-08-10,0.87349
2021-08-11,0.79353
2021-08-12,0.7253
2021-08-13,0.58146
2021-08-14,0.27508
2021-08-15,0.13732
2021-08-16,0.42936
2021-08-17,0.71314
2021-08-18,0.65534
2021-08-19,1.0608
2021-08-20,0.92043
2021-08-21,0.37112
2021-08-22,0.21641
2021-08-23,0.80744
2021-08-24,0.95215
2021-08-25,0.82482
2021-08-26,0.7366
2021-08-27,0.68271
2021-08-28,0.31724
2021-08-29,0.16731
2021-08-30,0.73704
2021-08-31,0.78701
2021-09-01,0.69358
2021-09-02,0.71183
2021-09-03,0.69271
2021-09-04,0.24119
2021-09-05,0.14471
2021-09-06,0.48672
2021-09-07,0.56929
2021-09-08,0.57451
2021-09-09,0.58754
2021-09-10,0.548
2021-09-11,0.23293
2021-09-12,0.13558
2021-09-13,0.58494
2021-09-14,0.70531
2021-09-15,0.70271
2021-09-16,1.02473
2021-09-17,0.65447
2021-09-18,0.23858
2021-09-19,0.11125
2021-09-20,0.33505
2021-09-21,0.51193
2021-09-22,0.53583
2021-09-23,0.77876
2021-09-24,0.76963
2021-09-25,0.29811
2021-09-26,0.19121
2021-09-27,0.95693
2021-09-28,1.31676
2021-09-29,1.15293
2021-09-30,0.92651
2021-10-01,0.84829
2021-10-02,0.35331
2021-10-03,0.19382
2021-10-04,0.7001
2021-10-05,1.50624
2021-10-06,1.52232
2021-10-07,1.28069
2021-10-08,1.15901
2021-10-09,0.53583
2021-10-10,0.28855
2021-10-11,0.99778
2021-10-12,1.81305
2021-10-13,1.37673
2021-10-14,1.21855
2021-10-15,1.16162
2021-10-16,0.53192
2021-10-17,0.36243
2021-10-18,1.28069
2021-10-19,1.39846
2021-10-20,1.18856
2021-10-21,1.13902
2021-10-22,1.00995
2021-10-23,0.4902
2021-10-24,0.30724
2021-10-25,1.04081
2021-10-26,1.17813
2021-10-27,1.01169
2021-10-28,1.20551
2021-10-29,0.8509
2021-10-30,0.36547
2021-10-31,0.24249
2021-11-01,0.76442
2021-11-02,0.88957
2021-11-03,0.89392
2021-11-04,1.25071
2021-11-05,1.05732
2021-11-06,0.42892
2021-11-07,0.24944
2021-11-08,0.79484
2021-11-09,0.83047
2021-11-10,1.003
2021-11-11,1.10599
2021-11-12,0.86784
2021-11-13,0.3633
2021-11-14,0.21424
2021-11-15,0.75225
2021-11-16,0.8509
2021-11-17,0.80005
2021-11-18,1.01604
2021-11-19,0.89783
2021-11-20,0.48933
2021-11-21,0.23249
2021-11-22,0.86828
2021-11-23,0.9352
2021-11-24,1.07079
2021-11-25,0.76789
2021-11-26,1.02777
2021-11-27,1.26114
2021-11-28,0.5015
2021-11-29,1.72831
2021-11-30,1.53622
2021-12-01,1.44235
2021-12-02,1.37456
2021-12-03,1.07688
2021-12-04,0.50193
2021-12-05,0.24727
2021-12-06,0.817
2021-12-07,1.07296
2021-12-08,1.06601
2021-12-09,0.89609
2021-12-10,0.84568
2021-12-11,0.36634
2021-12-12,0.20903
2021-12-13,0.71444
2021-12-14,0.81483
2021-12-15,0.79353
2021-12-16,0.75963
2021-12-17,0.65707
2021-12-18,0.31115
2021-12-19,0.15775
2021-12-20,0.78223
2021-12-21,0.91174
2021-12-22,0.84742
2021-12-23,0.83786
2021-12-24,0.59537
2021-12-25,0.22206
2021-12-26,0.15862
2021-12-27,0.63578
2021-12-28,0.93998
2021-12-29,0.7579
2021-12-30,0.72661
2021-12-31,0.51714
2022-01-01,0.2464
2022-01-02,0.16122
2022-01-03,0.62579
2022-01-04,0.76746
2022-01-05,0.82091
2022-01-06,0.94042
2022-01-07,1.08904
2022-01-08,0.38329
2022-01-09,0.1986
2022-01-10,0.77093
2022-01-11,0.80049
2022-01-12,1.13598
2022-01-13,1.01864
2022-01-14,0.81917
2022-01-15,0.44152
2022-01-16,0.21641
2022-01-17,0.8622
2022-01-18,1.16075
2022-01-19,1.47712
2022-01-20,1.37108
2022-01-21,1.07905
2022-01-22,0.46803
2022-01-23,0.23988
2022-01-24,1.0269
2022-01-25,1.07992
2022-01-26,1.12685
2022-01-27,1.26852
2022-01-28,0.9804
2022-01-29,0.45978
2022-01-30,0.21902
2022-01-31,0.49976
2022-02-01,0.73878
2022-02-02,0.89696
2022-02-03,1.21159
2022-02-04,1.72005
2022-02-05,0.76311
2022-02-06,0.4311
2022-02-07,1.34979
2022-02-08,1.32763
2022-02-09,1.3889
2022-02-10,1.23072
2022-02-11,1.16857
2022-02-12,1.0256
2022-02-13,0.5028
2022-02-14,2.08249
2022-02-15,2.55313
2022-02-16,1.99861
2022-02-17,2.09248
2022-02-18,1.52753
2022-02-19,0.76876
2022-02-20,0.41371
2022-02-21,1.32632
2022-02-22,2.27805
2022-02-23,1.88519
2022-02-24,4.30491
2022-02-25,3.02986
2022-02-26,0.93216
2022-02-27,0.55495
2022-02-28,2.06163
2022-03-01,1.78828
2022-03-02,5.15538
2022-03-03,4.76296
2022-03-04,3.87816
2022-03-05,1.9117
2022-03-06,1.05645
2022-03-07,6.62555
2022-03-08,6.40522
2022-03-09,4.51872
2022-03-10,7.21266
2022-03-11,5.21796
2022-03-12,2.05902
2022-03-13,1.21203
2022-03-14,4.22017
2022-03-15,5.72815
2022-03-16,5.70338
2022-03-17,4.66996
2022-03-18,4.51742
2022-03-19,1.58142
