date,국내채권ETF
2020-03-21,4.5045
2020-03-26,5.4054
2020-03-28,9.009
2020-03-30,7.2072
2020-03-31,7.2072
2020-04-02,8.1081
2020-04-05,6.3063
2020-04-06,13.51351
2020-04-07,4.5045
2020-04-08,12.61261
2020-04-10,6.3063
2020-04-11,7.2072
2020-04-12,18.91891
2020-04-13,10.81081
2020-04-14,12.61261
2020-04-15,5.4054
2020-04-16,11.71171
2020-04-18,5.4054
2020-04-19,9.9099
2020-04-20,5.4054
2020-04-21,6.3063
2020-04-22,7.2072
2020-04-23,4.5045
2020-04-24,10.81081
2020-04-25,15.31531
2020-04-26,4.5045
2020-04-27,24.32432
2020-04-28,4.5045
2020-04-29,13.51351
2020-04-30,7.2072
2020-05-02,8.1081
2020-05-04,10.81081
2020-05-05,4.5045
2020-05-06,11.71171
2020-05-07,14.41441
2020-05-08,4.5045
2020-05-09,9.9099
2020-05-10,5.4054
2020-05-11,32.43243
2020-05-12,13.51351
2020-05-13,18.91891
2020-05-14,20.72072
2020-05-15,8.1081
2020-05-16,9.9099
2020-05-17,15.31531
2020-05-18,10.81081
2020-05-19,7.2072
2020-05-20,4.5045
2020-05-21,16.21621
2020-05-22,11.71171
2020-05-23,10.81081
2020-05-24,11.71171
2020-05-25,14.41441
2020-05-26,12.61261
2020-05-27,14.41441
2020-05-28,7.2072
2020-05-29,7.2072
2020-05-30,7.2072
2020-05-31,4.5045
2020-06-01,12.61261
2020-06-02,6.3063
2020-06-03,7.2072
2020-06-04,4.5045
2020-06-05,10.81081
2020-06-06,5.4054
2020-06-07,7.2072
2020-06-08,13.51351
2020-06-09,18.01801
2020-06-10,14.41441
2020-06-11,7.2072
2020-06-13,15.31531
2020-06-14,12.61261
2020-06-15,18.91891
2020-06-16,8.1081
2020-06-17,4.5045
2020-06-18,12.61261
2020-07-04,7.2072
2020-07-05,5.4054
2020-07-08,4.5045
2020-07-12,4.5045
2020-07-14,10.81081
2020-07-15,6.3063
2020-07-17,4.5045
2020-07-20,5.4054
2020-07-23,6.3063
2020-07-24,4.5045
2020-07-27,14.41441
2020-07-28,10.81081
2020-07-29,4.5045
2020-07-30,9.9099
2020-07-31,7.2072
2020-08-01,10.81081
2020-08-02,9.009
2020-08-03,13.51351
2020-08-04,8.1081
2020-08-05,4.5045
2020-08-07,4.5045
2020-08-08,4.5045
2020-08-09,7.2072
2020-08-10,18.91891
2020-08-11,5.4054
2020-08-12,11.71171
2020-08-19,4.5045
2020-08-20,9.9099
2020-08-21,9.9099
2020-08-23,7.2072
2020-08-24,6.3063
2020-08-25,9.009
2020-08-26,9.009
2020-08-27,6.3063
2020-08-29,4.5045
2020-08-30,4.5045
2020-08-31,6.3063
2020-09-02,4.5045
2020-09-04,4.5045
2020-09-05,6.3063
2020-09-06,6.3063
2020-09-07,5.4054
2020-09-08,4.5045
2020-09-09,10.81081
2020-09-10,6.3063
2020-09-11,7.2072
2020-09-13,5.4054
2020-09-14,5.4054
2020-09-15,4.5045
2020-09-20,4.5045
2020-09-22,7.2072
2020-09-23,11.71171
2020-09-25,4.5045
2020-09-26,5.4054
2020-09-28,6.3063
2020-09-30,6.3063
2020-10-05,4.5045
2020-10-07,5.4054
2020-10-10,4.5045
2020-10-14,5.4054
2020-10-15,5.4054
2020-10-19,4.5045
2020-10-20,4.5045
2020-10-26,7.2072
2020-11-12,11.71171
2020-11-17,9.9099
2020-11-30,9.9099
2020-12-02,7.2072
2020-12-03,13.51351
2020-12-04,4.5045
2020-12-05,5.4054
2020-12-06,9.009
2020-12-07,5.4054
2020-12-08,5.4054
2020-12-12,5.4054
2020-12-13,9.009
2020-12-14,7.2072
2020-12-15,7.2072
2020-12-16,4.5045
2020-12-17,7.2072
2020-12-18,15.31531
2020-12-19,7.2072
2020-12-20,9.9099
2020-12-21,15.31531
2020-12-22,19.81981
2020-12-23,16.21621
2020-12-24,10.81081
2020-12-25,8.1081
2020-12-26,11.71171
2020-12-27,10.81081
2020-12-28,16.21621
2020-12-29,21.62162
2020-12-30,19.81981
2020-12-31,13.51351
2021-01-01,5.4054
2021-01-02,4.5045
2021-01-03,15.31531
2021-01-04,20.72072
2021-01-05,11.71171
2021-01-06,18.91891
2021-01-07,15.31531
2021-01-08,9.009
2021-01-09,4.5045
2021-01-10,7.2072
2021-01-11,16.21621
2021-01-12,19.81981
2021-01-13,16.21621
2021-01-14,21.62162
2021-01-15,9.009
2021-01-16,14.41441
2021-01-17,10.81081
2021-01-18,23.42342
2021-01-19,16.21621
2021-01-20,19.81981
2021-01-21,13.51351
2021-01-22,12.61261
2021-01-25,27.02702
2021-01-26,15.31531
2021-01-27,20.72072
2021-01-29,10.81081
2021-01-30,5.4054
2021-01-31,10.81081
2021-02-01,10.81081
2021-02-02,10.81081
2021-02-03,14.41441
2021-02-04,9.009
2021-02-05,10.81081
2021-02-06,9.9099
2021-02-07,12.61261
2021-02-08,9.9099
2021-02-09,7.2072
2021-02-10,7.2072
2021-02-11,7.2072
2021-02-12,8.1081
2021-02-14,12.61261
2021-02-15,20.72072
2021-02-16,12.61261
2021-02-17,10.81081
2021-02-18,17.11711
2021-02-19,13.51351
2021-02-20,5.4054
2021-02-21,17.11711
2021-02-22,11.71171
2021-02-23,12.61261
2021-02-24,13.51351
2021-02-25,21.62162
2021-02-26,10.81081
2021-02-27,12.61261
2021-03-01,10.81081
2021-03-02,12.61261
2021-03-03,14.41441
2021-03-04,4.5045
2021-03-07,7.2072
2021-03-08,11.71171
2021-03-09,5.4054
2021-03-10,5.4054
2021-03-12,9.9099
2021-03-13,4.5045
2021-03-14,8.1081
2021-03-15,5.4054
2021-03-16,4.5045
2021-03-17,5.4054
2021-03-19,5.4054
2021-03-21,6.3063
2021-03-23,5.4054
2021-03-28,5.4054
2021-03-30,5.4054
2021-04-05,4.5045
2021-04-07,4.5045
2021-04-09,5.4054
2021-04-13,6.3063
2021-04-14,9.9099
2021-04-19,5.4054
2021-04-21,10.81081
2021-04-23,7.2072
2021-04-25,6.3063
2021-04-29,5.4054
2021-04-30,5.4054
2021-05-07,9.009
2021-05-09,4.5045
2021-05-13,4.5045
2021-05-14,6.3063
2021-05-22,6.3063
2021-05-26,6.3063
2021-05-27,6.3063
2021-05-28,4.5045
2021-05-31,6.3063
2021-06-01,6.3063
2021-06-02,5.4054
2021-06-03,7.2072
2021-06-06,6.3063
2021-06-13,4.5045
2021-06-22,6.3063
2021-06-23,4.5045
2021-06-29,5.4054
2021-07-01,5.4054
2021-07-08,6.3063
2021-07-12,11.71171
2021-07-15,5.4054
2021-07-16,4.5045
2021-07-18,5.4054
2021-07-22,6.3063
2021-07-25,5.4054
2021-07-26,4.5045
2021-08-06,5.4054
2021-08-12,5.4054
2021-08-13,4.5045
2021-08-14,8.1081
2021-08-20,7.2072
2021-08-21,8.1081
2021-08-22,10.81081
2021-08-23,12.61261
2021-08-24,6.3063
2021-08-26,11.71171
2021-08-28,4.5045
2021-09-02,9.9099
2021-09-06,4.5045
2021-09-07,7.2072
2021-09-08,4.5045
2021-09-09,4.5045
2021-09-12,4.5045
2021-09-13,4.5045
2021-09-14,9.9099
2021-09-19,7.2072
2021-09-21,8.1081
2021-09-23,5.4054
2021-09-26,4.5045
2021-09-27,6.3063
2021-09-28,7.2072
2021-09-30,6.3063
2021-10-01,9.009
2021-10-02,6.3063
2021-10-07,7.2072
2021-10-11,7.2072
2021-10-12,9.009
2021-10-15,6.3063
2021-10-16,5.4054
2021-10-17,4.5045
2021-10-18,5.4054
2021-10-19,6.3063
2021-10-20,5.4054
2021-10-23,5.4054
2021-10-27,4.5045
2021-10-28,8.1081
2021-10-30,9.9099
2021-10-31,5.4054
2021-11-01,4.5045
2021-11-03,17.11711
2021-11-04,4.5045
2021-11-05,5.4054
2021-11-07,5.4054
2021-11-08,6.3063
2021-11-10,5.4054
2021-11-11,4.5045
2021-11-13,9.9099
2021-11-14,9.009
2021-11-15,4.5045
2021-11-16,7.2072
2021-11-17,5.4054
2021-11-21,4.5045
2021-11-22,7.2072
2021-11-25,5.4054
2021-11-27,4.5045
2021-11-30,5.4054
2021-12-03,11.71171
2021-12-07,6.3063
2021-12-08,6.3063
2021-12-13,8.1081
2021-12-14,4.5045
2021-12-15,7.2072
2021-12-22,11.71171
2021-12-24,4.5045
2021-12-28,4.5045
2021-12-29,4.5045
2021-12-30,4.5045
2022-01-01,4.5045
2022-01-04,5.4054
2022-01-07,4.5045
2022-01-08,5.4054
2022-01-09,8.1081
2022-01-11,4.5045
2022-01-14,4.5045
2022-01-16,4.5045
2022-01-24,9.9099
2022-01-25,6.3063
2022-01-26,17.11711
2022-01-27,7.2072
2022-01-28,6.3063
2022-01-29,5.4054
2022-01-30,8.1081
2022-01-31,6.3063
2022-02-02,5.4054
2022-02-03,11.71171
2022-02-04,9.009
2022-02-05,7.2072
2022-02-06,4.5045
2022-02-07,5.4054
2022-02-08,6.3063
2022-02-09,5.4054
2022-02-10,5.4054
2022-02-11,4.5045
2022-02-13,4.5045
2022-02-16,5.4054
2022-02-17,11.71171
2022-02-18,4.5045
2022-02-20,5.4054
2022-02-25,4.5045
2022-03-08,4.5045
2022-03-10,4.5045
2022-03-11,4.5045
2022-03-12,5.4054
2022-03-13,7.2072
2022-03-14,10.81081
2022-03-15,5.4054
2022-03-16,5.4054
2022-03-17,5.4054
2022-03-18,6.3063
2022-03-19,6.3063
2022-03-21,7.2072
2022-03-22,5.4054
2022-03-23,4.5045
2022-03-25,5.4054
2022-03-27,11.71171
2022-03-28,13.51351
2022-03-29,6.3063
2022-03-30,14.41441
2022-03-31,4.5045
2022-04-02,4.5045
2022-04-05,5.4054
2022-04-06,38.73873
2022-04-07,19.81981
2022-04-11,4.5045
2022-04-12,12.61261
2022-04-13,12.61261
2022-04-14,5.4054
2022-04-16,8.1081
2022-04-18,9.9099
2022-04-19,15.31531
2022-04-20,17.11711
2022-04-22,15.31531
2022-04-23,6.3063
2022-04-24,9.009
2022-04-25,8.1081
2022-04-26,46.84684
2022-04-27,20.72072
2022-04-28,10.81081
2022-04-29,17.11711
2022-04-30,34.23423
2022-05-01,50.45045
2022-05-02,29.72972
2022-05-03,26.12612
2022-05-04,28.82882
2022-05-05,20.72072
2022-05-06,53.15315
2022-05-07,11.71171
2022-05-08,16.21621
2022-05-09,20.72072
2022-05-10,16.21621
2022-05-11,29.72972
2022-05-12,45.04504
2022-05-13,29.72972
2022-05-14,25.22522
2022-05-15,23.42342
2022-05-16,21.62162
2022-05-17,28.82882
2022-05-18,22.52252
2022-05-19,17.11711
2022-05-20,10.81081
2022-05-21,4.5045
2022-05-22,9.009
2022-05-23,5.4054
2022-05-24,9.009
2022-05-25,9.9099
2022-05-27,5.4054
2022-05-30,13.51351
2022-05-31,7.2072
2022-06-01,27.02702
2022-06-02,14.41441
2022-06-03,28.82882
2022-06-04,9.9099
2022-06-05,21.62162
2022-06-06,21.62162
2022-06-07,22.52252
2022-06-08,15.31531
2022-06-09,7.2072
2022-06-10,12.61261
2022-06-11,14.41441
2022-06-12,18.01801
2022-06-13,25.22522
2022-06-14,27.02702
2022-06-15,13.51351
2022-06-16,20.72072
2022-06-18,6.3063
2022-06-20,6.3063
2022-06-21,6.3063
2022-06-22,4.5045
2022-06-23,6.3063
2022-06-24,5.4054
2022-06-25,5.4054
2022-06-26,8.1081
2022-06-27,13.51351
2022-06-28,85.58558
2022-06-29,36.93693
2022-06-30,9.009
2022-07-01,9.009
2022-07-02,16.21621
2022-07-03,18.01801
2022-07-04,14.41441
2022-07-05,15.31531
2022-07-06,20.72072
2022-07-07,15.31531
2022-07-08,21.62162
2022-07-09,6.3063
2022-07-10,9.9099
2022-07-11,29.72972
2022-07-12,11.71171
2022-07-13,9.9099
2022-07-14,8.1081
2022-07-15,13.51351
2022-07-17,6.3063
2022-07-18,10.81081
2022-07-20,4.5045
2022-07-21,5.4054
2022-07-23,7.2072
2022-07-24,7.2072
2022-07-25,18.91891
2022-07-26,9.009
2022-07-27,5.4054
2022-07-29,4.5045
2022-07-31,8.1081
2022-08-02,5.4054
2022-08-03,14.41441
2022-08-04,7.2072
2022-08-05,9.9099
2022-08-06,5.4054
2022-08-07,5.4054
2022-08-09,4.5045
2022-08-11,17.11711
2022-08-12,9.9099
2022-08-14,5.4054
2022-08-15,4.5045
2022-08-16,8.1081
2022-08-17,8.1081
2022-08-19,12.61261
2022-08-20,6.3063
2022-08-21,4.5045
2022-08-22,8.1081
2022-08-23,4.5045
2022-08-24,7.2072
2022-08-25,8.1081
2022-08-26,8.1081
2022-08-28,11.71171
2022-08-29,9.009
2022-08-31,6.3063
2022-09-01,21.62162
2022-09-02,11.71171
2022-09-03,4.5045
2022-09-04,7.2072
2022-09-05,9.9099
2022-09-07,5.4054
2022-09-08,6.3063
2022-09-10,7.2072
2022-09-11,5.4054
2022-09-12,6.3063
2022-09-13,22.52252
2022-09-14,18.01801
2022-09-15,6.3063
2022-09-16,5.4054
2022-09-17,4.5045
2022-09-18,5.4054
2022-09-19,18.01801
2022-09-20,10.81081
2022-09-21,18.91891
2022-09-22,14.41441
2022-09-23,9.9099
2022-09-24,15.31531
2022-09-25,18.91891
2022-09-26,20.72072
2022-09-27,18.91891
2022-09-28,7.2072
2022-09-29,20.72072
2022-09-30,21.62162
2022-10-01,22.52252
2022-10-02,41.44144
2022-10-03,19.81981
2022-10-05,12.61261
2022-10-06,8.1081
2022-10-09,13.51351
2022-10-10,27.02702
2022-10-11,56.75675
2022-10-12,49.54954
2022-10-13,28.82882
2022-10-14,34.23423
2022-10-15,32.43243
2022-10-16,40.54054
2022-10-17,61.26126
2022-10-18,38.73873
2022-10-19,100.0
2022-10-20,46.84684
2022-10-21,69.36936
2022-10-22,23.42342
2022-10-23,39.63963
2022-10-24,45.04504
2022-10-25,54.95495
2022-10-26,69.36936
2022-10-27,81.98198
2022-10-28,54.05405
2022-10-29,23.42342
2022-10-30,31.53153
2022-10-31,47.74774
2022-11-01,35.13513
2022-11-02,29.72972
2022-11-03,49.54954
2022-11-04,36.93693
2022-11-05,16.21621
2022-11-06,29.72972
2022-11-07,31.53153
2022-11-08,42.34234
2022-11-09,40.54054
2022-11-10,29.72972
2022-11-11,29.72972
2022-11-12,40.54054
2022-11-13,27.92792
2022-11-14,27.02702
2022-11-15,43.24324
2022-11-16,34.23423
2022-11-17,51.35135
2022-11-18,21.62162
2022-11-19,24.32432
2022-11-20,33.33333
2022-11-21,51.35135
2022-11-22,46.84684
2022-11-23,74.77477
2022-11-24,53.15315
2022-11-25,63.06306
2022-11-26,65.76576
2022-11-27,43.24324
2022-11-28,50.45045
2022-11-29,43.24324
2022-11-30,28.82882
2022-12-01,37.83783
2022-12-02,23.42342
2022-12-03,19.81981
2022-12-04,20.72072
2022-12-05,34.23423
2022-12-06,26.12612
2022-12-07,29.72972
2022-12-08,31.53153
2022-12-09,24.32432
2022-12-10,25.22522
2022-12-11,23.42342
2022-12-12,36.93693
2022-12-13,47.74774
2022-12-14,33.33333
2022-12-15,31.53153
2022-12-16,9.009
2022-12-17,10.81081
2022-12-18,17.11711
2022-12-19,33.33333
2022-12-20,34.23423
2022-12-21,37.83783
2022-12-22,81.98198
2022-12-23,71.17117
2022-12-24,45.04504
2022-12-25,23.42342
2022-12-26,36.03603
2022-12-27,27.92792
2022-12-28,23.42342
2022-12-29,25.22522
2022-12-30,18.91891
2022-12-31,17.11711
2023-01-01,20.72072
2023-01-02,33.33333
2023-01-03,31.53153
2023-01-04,19.81981
2023-01-05,9.9099
2023-01-06,15.31531
2023-01-07,27.92792
2023-01-08,30.63063
2023-01-09,33.33333
2023-01-10,25.22522
2023-01-11,33.33333
2023-01-12,37.83783
2023-01-13,37.83783
2023-01-14,22.52252
2023-01-15,19.81981
2023-01-16,35.13513
2023-01-17,38.73873
2023-01-18,25.22522
2023-01-19,30.63063
2023-01-20,17.11711
2023-01-21,9.9099
2023-01-22,13.51351
2023-01-23,27.02702
2023-01-24,28.82882
2023-01-25,31.53153
2023-01-26,28.82882
2023-01-27,25.22522
2023-01-28,33.33333
2023-01-29,15.31531
2023-01-30,21.62162
2023-01-31,18.01801
2023-02-01,31.53153
2023-02-02,34.23423
2023-02-03,31.53153
2023-02-04,18.91891
2023-02-05,25.22522
2023-02-06,39.63963
2023-02-07,29.72972
2023-02-08,39.63963
2023-02-09,17.11711
2023-02-10,21.62162
2023-02-11,25.22522
2023-02-12,21.62162
2023-02-13,31.53153
2023-02-14,43.24324
2023-02-15,31.53153
2023-02-16,29.72972
2023-02-17,42.34234
2023-02-18,30.63063
2023-02-19,20.72072
2023-02-20,21.62162
2023-02-21,35.13513
2023-02-22,37.83783
2023-02-23,38.73873
2023-02-24,23.42342
2023-02-25,14.41441
2023-02-26,18.91891
2023-02-27,27.02702
2023-02-28,44.14414
2023-03-01,44.14414
2023-03-02,36.93693
2023-03-03,40.54054
2023-03-04,24.32432
2023-03-05,25.22522
2023-03-06,27.02702
2023-03-07,36.03603
2023-03-08,34.23423
2023-03-09,27.02702
2023-03-10,27.92792
2023-03-11,22.52252
2023-03-12,24.32432
2023-03-13,50.45045
2023-03-14,65.76576
2023-03-15,89.18918
2023-03-16,94.59459
2023-03-17,46.84684
2023-03-18,48.64864
2023-03-19,70.27027
2023-03-20,66.66666
2023-03-21,68.46846
2023-03-22,48.64864
2023-03-23,49.54954
2023-03-24,71.17117
2023-03-25,39.63963
2023-03-26,56.75675
2023-03-27,81.08108
2023-03-28,67.56756
2023-03-29,31.53153
2023-03-30,38.73873
2023-03-31,53.15315
2023-04-01,21.62162
2023-04-02,29.72972
2023-04-03,32.43243
2023-04-04,51.35135
2023-04-05,50.45045
2023-04-06,25.22522
2023-04-07,26.12612
2023-04-08,19.81981
2023-04-09,18.91891
2023-04-10,20.72072
2023-04-11,45.04504
2023-04-12,28.82882
2023-04-13,29.72972
2023-04-14,19.81981
2023-04-15,4.5045
2023-04-16,29.72972
2023-04-17,31.53153
2023-04-18,31.53153
2023-04-19,27.92792
2023-04-20,18.91891
2023-04-21,18.01801
2023-04-22,9.009
2023-04-23,9.9099
2023-04-24,17.11711
2023-04-25,19.81981
2023-04-26,27.02702
2023-04-27,27.02702
2023-04-28,19.81981
2023-04-29,18.91891
2023-04-30,4.5045
2023-05-01,14.41441
2023-05-02,7.2072
2023-05-03,10.81081
2023-05-04,15.31531
2023-05-06,8.1081
2023-05-07,10.81081
2023-05-08,20.72072
2023-05-09,18.91891
2023-05-10,12.61261
2023-05-11,13.51351
2023-05-12,20.72072
2023-05-14,4.5045
2023-05-15,9.9099
2023-05-16,9.9099
2023-05-17,12.61261
2023-05-18,12.61261
2023-05-19,16.21621
2023-05-20,7.2072
2023-05-21,11.71171
2023-05-22,16.21621
2023-05-23,19.81981
2023-05-24,19.81981
2023-05-25,23.42342
2023-05-27,13.51351
2023-05-28,16.21621
2023-05-29,13.51351
2023-05-30,20.72072
2023-05-31,27.02702
2023-06-01,14.41441
2023-06-02,11.71171
2023-06-03,10.81081
2023-06-04,4.5045
2023-06-05,6.3063
2023-06-06,8.1081
2023-06-07,9.009
2023-06-08,8.1081
2023-06-09,16.21621
2023-06-10,9.009
2023-06-11,9.009
2023-06-13,18.91891
2023-06-14,19.81981
2023-06-15,22.52252
2023-06-16,18.01801
2023-06-17,12.61261
2023-06-18,9.009
2023-06-19,16.21621
2023-06-20,17.11711
2023-06-21,10.81081
2023-06-22,6.3063
2023-06-23,9.9099
2023-06-24,9.009
2023-06-25,6.3063
2023-06-26,22.52252
2023-06-27,13.51351
2023-06-28,7.2072
2023-06-29,10.81081
2023-06-30,7.2072
2023-07-01,5.4054
2023-07-02,7.2072
2023-07-03,15.31531
2023-07-04,9.009
2023-07-05,32.43243
2023-07-06,18.01801
2023-07-07,16.21621
2023-07-08,8.1081
2023-07-09,9.009
2023-07-10,21.62162
2023-07-11,22.52252
2023-07-12,15.31531
2023-07-13,17.11711
2023-07-14,9.9099
2023-07-15,5.4054
2023-07-16,17.11711
2023-07-17,18.01801
2023-07-18,16.21621
2023-07-19,11.71171
2023-07-20,5.4054
2023-07-21,10.81081
2023-07-22,11.71171
2023-07-23,15.31531
2023-07-24,11.71171
2023-07-25,16.21621
2023-07-26,14.41441
2023-07-27,15.31531
2023-07-28,26.12612
2023-07-29,9.009
2023-07-30,15.31531
2023-07-31,18.91891
2023-08-01,22.52252
2023-08-02,18.91891
2023-08-03,22.52252
2023-08-04,26.12612
2023-08-05,22.52252
2023-08-06,14.41441
2023-08-07,17.11711
2023-08-08,18.91891
2023-08-09,18.91891
2023-08-10,9.009
2023-08-11,14.41441
2023-08-13,16.21621
2023-08-14,15.31531
2023-08-15,8.1081
2023-08-16,7.2072
2023-08-17,12.61261
2023-08-18,20.72072
2023-08-19,20.72072
2023-08-21,14.41441
2023-08-22,24.32432
2023-08-23,34.23423
2023-08-24,40.54054
2023-08-25,27.02702
2023-08-26,13.51351
2023-08-27,12.61261
2023-08-28,21.62162
2023-08-29,29.72972
2023-08-30,25.22522
2023-08-31,20.72072
2023-09-01,22.52252
2023-09-02,11.71171
2023-09-03,6.3063
2023-09-04,21.62162
2023-09-05,17.11711
2023-09-06,12.61261
2023-09-07,19.81981
2023-09-08,19.81981
2023-09-09,4.5045
2023-09-10,8.1081
2023-09-11,19.81981
2023-09-12,23.42342
2023-09-13,19.81981
2023-09-14,19.81981
2023-09-15,12.61261
2023-09-16,9.009
2023-09-17,6.3063
2023-09-18,15.31531
2023-09-19,9.9099
2023-09-20,13.51351
2023-09-21,18.01801
2023-09-22,15.31531
2023-09-23,11.71171
2023-09-24,25.22522
2023-09-25,21.62162
2023-09-26,35.13513
2023-09-27,24.32432
2023-09-28,10.81081
2023-09-30,8.1081
2023-10-01,12.61261
2023-10-02,8.1081
2023-10-03,11.71171
2023-10-04,37.83783
2023-10-05,39.63963
2023-10-06,44.14414
2023-10-07,64.86486
2023-10-08,67.56756
2023-10-09,73.87387
2023-10-10,61.26126
2023-10-11,26.12612
2023-10-12,28.82882
2023-10-13,32.43243
2023-10-14,14.41441
2023-10-15,35.13513
2023-10-16,50.45045
2023-10-17,27.02702
2023-10-18,32.43243
2023-10-19,34.23423
2023-10-20,17.11711
2023-10-21,27.02702
2023-10-22,29.72972
2023-10-23,32.43243
2023-10-24,22.52252
2023-10-25,26.12612
2023-10-26,32.43243
2023-10-27,36.03603
2023-10-28,28.82882
2023-10-29,33.33333
2023-10-30,26.12612
2023-10-31,47.74774
2023-11-01,16.21621
2023-11-02,18.91891
2023-11-03,28.82882
2023-11-04,28.82882
2023-11-05,20.72072
2023-11-06,18.91891
2023-11-07,29.72972
2023-11-08,29.72972
2023-11-09,27.02702
2023-11-10,17.11711
2023-11-11,5.4054
2023-11-12,17.11711
2023-11-13,11.71171
2023-11-14,20.72072
2023-11-15,7.2072
2023-11-16,14.41441
2023-11-17,9.9099
2023-11-18,7.2072
2023-11-19,19.81981
2023-11-20,27.92792
2023-11-21,27.02702
2023-11-22,31.53153
2023-11-23,19.81981
2023-11-24,23.42342
2023-11-25,17.11711
2023-11-26,6.3063
2023-11-27,18.91891
2023-11-28,20.72072
2023-11-29,24.32432
2023-11-30,16.21621
2023-12-01,21.62162
2023-12-02,14.41441
2023-12-03,21.62162
2023-12-04,19.81981
2023-12-05,22.52252
2023-12-06,27.92792
2023-12-07,32.43243
2023-12-08,22.52252
2023-12-09,12.61261
2023-12-10,27.02702
2023-12-11,25.22522
2023-12-12,20.72072
2023-12-13,36.93693
2023-12-14,47.74774
2023-12-15,35.13513
2023-12-16,14.41441
2023-12-17,22.52252
2023-12-18,28.82882
2023-12-19,31.53153
2023-12-20,40.54054
2023-12-21,26.12612
2023-12-22,60.36036
2023-12-23,59.45945
2023-12-24,30.63063
2023-12-25,52.25225
2023-12-26,56.75675
2023-12-27,66.66666
2023-12-28,84.68468
2023-12-29,61.26126
2023-12-30,37.83783
2023-12-31,38.73873
2024-01-01,29.72972
2024-01-02,62.16216
2024-01-03,68.46846
2024-01-04,56.75675
2024-01-05,69.36936
2024-01-06,69.36936
2024-01-07,63.06306
2024-01-08,67.56756
2024-01-09,61.26126
2024-01-10,50.45045
2024-01-11,56.75675
2024-01-12,36.93693
2024-01-13,31.53153
2024-01-14,44.14414
2024-01-15,58.55855
2024-01-16,28.82882
2024-01-17,36.93693
2024-01-18,28.82882
2024-01-19,27.02702
2024-01-20,24.32432
2024-01-21,21.62162
2024-01-22,45.94594
2024-01-23,36.93693
2024-01-24,31.53153
2024-01-25,27.92792
2024-01-26,28.82882
2024-01-27,28.82882
2024-01-28,12.61261
2024-01-29,27.02702
2024-01-30,37.83783
2024-01-31,36.93693
2024-02-01,31.53153
2024-02-02,43.24324
2024-02-03,15.31531
2024-02-04,23.42342
2024-02-05,48.64864
2024-02-06,37.83783
2024-02-07,27.92792
2024-02-08,43.24324
2024-02-09,16.21621
2024-02-10,15.31531
2024-02-11,27.92792
2024-02-12,44.14414
2024-02-13,55.85585
2024-02-14,48.64864
2024-02-15,34.23423
2024-02-16,26.12612
2024-02-17,18.01801
2024-02-18,18.01801
2024-02-19,27.92792
2024-02-20,40.54054
2024-02-21,36.93693
2024-02-22,36.93693
2024-02-23,48.64864
2024-02-24,47.74774
2024-02-25,27.02702
2024-02-26,60.36036
2024-02-27,47.74774
2024-02-28,48.64864
2024-02-29,49.54954
2024-03-01,36.93693
2024-03-02,48.64864
2024-03-03,45.94594
2024-03-04,55.85585
2024-03-05,50.45045
2024-03-06,37.83783
2024-03-07,48.64864
2024-03-08,45.94594
2024-03-09,27.92792
2024-03-10,27.92792
2024-03-11,44.14414
2024-03-12,43.24324
2024-03-13,39.63963
2024-03-14,32.43243
2024-03-15,20.72072
2024-03-16,20.72072
2024-03-17,16.21621
2024-03-18,18.91891
2024-03-19,29.72972
2024-03-20,29.72972
